1	0.010143234860152006
2	0.013871721043768857
3	0.008048034997449981
4	0.010097610583114956
5	0.009194723433918424
6	0.00907853509609898
7	0.008176790498611
8	0.01530572958290577
9	0.011818932110650672
10	0.010259054963373475
11	0.013016708039989075
12	0.010983149107131693
13	0.010969497211691406
14	0.011343069322821166
15	0.010426024958077405
16	0.01262045418843627
17	0.011753705485413471
18	0.014271922099093596
19	0.011402296005851693
20	0.012771928631183174
21	0.011100351836325394
22	0.013122706053157648
23	0.01318629825901654
24	0.010365460740609301
25	0.011794131559630236
26	0.012437496955196062
27	0.011906528379768133
28	0.010663973012318214
29	0.008699829146886865
30	0.011259633996006515
31	0.012704963330179453
32	0.013365803752094507
33	0.0074404532917671734
34	0.00852854886195726
35	0.010334025395827161
36	0.011814822701530324
37	0.009324934747483995
38	0.011075554519063897
39	0.010182951318307055
40	0.010717491050147347
41	0.008969457095695866
42	0.011695907709913122
43	0.010408313220573796
44	0.013702265814774565
45	0.008537802224357923
46	0.012744273990392685
47	0.010507612385683589
48	0.010114454741900166
49	0.012040361917267242
50	0.010897178358087936
